        36998195 function calls (36797100 primitive calls) in 77.495 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        7    0.000    0.000    0.000    0.000 numpy_.py:127(__init__)
       40    0.000    0.000    0.000    0.000 pickle.py:1264(load_empty_dictionary)
        5    0.000    0.000    0.003    0.001 csvs.py:272(_save)
       51    0.000    0.000    0.000    0.000 base_layer.py:701(dynamic)
       18    0.000    0.000    0.000    0.000 resource_variable_ops.py:224(_handle_graph)
        3    0.000    0.000    0.002    0.001 gen_array_ops.py:9706(stop_gradient)
      137    0.000    0.000    0.000    0.000 frame.py:361(_constructor)
        7    0.000    0.000    0.000    0.000 numpy_.py:35(__init__)
       10    0.000    0.000    0.001    0.000 base.py:1024(to_native_types)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.putmask}
       12    0.000    0.000    0.000    0.000 jsonapi.py:47(loads)
       30    0.000    0.000    0.000    0.000 weakref.py:406(__setitem__)
       24    0.000    0.000    0.000    0.000 re.py:184(sub)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:707(find_spec)
        1    0.000    0.000    0.007    0.007 keras_model.py:964(__call__)
       12    0.000    0.000    0.149    0.012 tf_utils.py:35(smart_cond)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:59(generate_checkpoint_state_proto)
        3    0.000    0.000    0.002    0.001 gen_nn_ops.py:10631(relu_grad)
       24    0.000    0.000    0.000    0.000 device.py:133(shortcut_string_merge)
       16    0.000    0.000    0.001    0.000 construction.py:495(convert)
       12    0.000    0.000    0.000    0.000 jsonapi.py:31(dumps)
        5    0.000    0.000    0.000    0.000 {built-in method _operator.inv}
        1    0.000    0.000    0.000    0.000 network.py:1514(_validate_graph_inputs_and_outputs)
       24    0.000    0.000    0.000    0.000 converter.py:166(__eq__)
       11    0.000    0.000    0.013    0.001 session.py:366(__init__)
      153    0.000    0.000    0.000    0.000 base.py:575(_deferred_dependencies)
       30    0.000    0.000    0.000    0.000 tensor_shape.py:895(num_elements)
      107    0.000    0.000    0.000    0.000 range.py:165(_validate_dtype)
      133    0.000    0.000    0.000    0.000 blocks.py:165(internal_values)
      114    0.000    0.000    0.000    0.000 missing.py:71(clean_fill_method)
        5    0.000    0.000    0.000    0.000 _validators.py:230(validate_axis_style_args)
      150    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       12    0.000    0.000    0.000    0.000 backend.py:533(get_default_graph_uid_map)
       72    0.000    0.000    0.000    0.000 converter.py:159(as_tuple)
        2    0.000    0.000    0.005    0.002 resource_variable_ops.py:1121(assign)
       18    0.000    0.000    0.000    0.000 ops.py:5274(_session_run_lock)
       24    0.000    0.000    0.000    0.000 compressor.py:364(writable)
        6    0.000    0.000    0.000    0.000 parsers.py:1936(_set_noconvert_columns)
        8    0.000    0.000    0.003    0.000 managers.py:1233(<listcomp>)
      107    0.000    0.000    0.000    0.000 managers.py:1572(is_consolidated)
        7    0.000    0.000    0.007    0.001 indexing.py:1511(_getbool_axis)
        3    0.000    0.000    0.000    0.000 type_check.py:360(_getmaxmin)
        1    0.000    0.000   77.688   77.688 <string>:3(<module>)
       31    0.000    0.000    0.005    0.000 base_layer_utils.py:312(is_in_tf_function)
      189    0.000    0.000    0.000    0.000 variable_scope.py:1090(use_resource)
      188    0.000    0.000    0.000    0.000 variable_scope.py:1098(caching_device)
        2    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       27    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
       83    0.000    0.000    0.000    0.000 _altair.py:25(find_module)
       72    0.000    0.000    0.000    0.000 pickle.py:275(whichmodule)
        2    0.000    0.000    0.000    0.000 text.py:598(parse)
        1    0.000    0.000    0.082    0.082 subprocess.py:608(__init__)
        6    0.000    0.000    0.001    0.000 threading.py:533(wait)
        1    0.000    0.000    0.002    0.002 adam.py:134(_prepare)
       24    0.000    0.000    0.000    0.000 converter.py:163(__hash__)
        7    0.000    0.000    0.012    0.002 math_ops.py:1709(reduce_mean)
        6    0.000    0.000    0.006    0.001 gen_resource_variable_ops.py:95(assign_sub_variable_op)
       24    0.000    0.000    0.000    0.000 ops.py:124(string_merge)
        3    0.000    0.000    0.001    0.000 data_loader.py:33(<listcomp>)
        5    0.000    0.000    0.000    0.000 blocks.py:730(to_native_types)
        5    0.000    0.000    0.001    0.000 generic.py:1463(__invert__)
       96    0.000    0.000    0.000    0.000 base.py:2249(_validate_sort_keyword)
        3    0.000    0.000    0.001    0.000 session.py:598(serialize)
       53    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.070    0.070 util.py:1028(_save_cached_when_graph_building)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:428(_convert_tensorarray_to_flow)
        3    0.000    0.000    0.002    0.001 gen_math_ops.py:10736(squared_difference)
       15    0.000    0.000    0.012    0.001 deprecation.py:311(new_func)
       16    0.000    0.000    0.000    0.000 device_spec.py:358(__eq__)
       94    0.000    0.000    0.000    0.000 ops.py:1328(convert_to_tensor_or_indexed_slices)
      251    0.000    0.000    0.000    0.000 ops.py:1702(values)
       10    0.000    0.000    0.000    0.000 mol_graphs.py:316(<listcomp>)
        4    0.000    0.000    0.001    0.000 generic.py:5457(dtypes)
        4    0.000    0.000    0.002    0.000 generic.py:8388(align)
        4    0.000    0.000    0.001    0.000 generic.py:1907(__array_wrap__)
        3    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       77    0.000    0.000    0.000    0.000 base_layer.py:1874(<lambda>)
      188    0.000    0.000    0.000    0.000 variable_scope.py:1082(initializer)
        1    0.000    0.000    0.000    0.000 pool.py:561(_terminate_pool)
       12    0.000    0.000    0.000    0.000 common.py:1320(is_datetimelike_v_numeric)
       10    0.000    0.000    0.000    0.000 inference.py:381(is_dict_like)
        3    0.000    0.000    0.000    0.000 ufunclike.py:183(isneginf)
       27    0.000    0.000    0.002    0.000 base_layer.py:742(weights)
       50    0.000    0.000    0.000    0.000 base_layer_utils.py:281(is_in_call_context)
      282    0.000    0.000    0.000    0.000 distribute_lib.py:1876(value_container)
      237    0.000    0.000    0.000    0.000 session.py:316(unique_fetches)
       14    0.000    0.000    0.000    0.000 function_utils.py:30(_is_bounded_method)
        4    0.000    0.000    0.000    0.000 gzip.py:352(seek)
        1    0.000    0.000    0.000    0.000 managers.py:1241(_slice_take_blocks_ax0)
        4    0.000    0.000    0.000    0.000 __init__.py:274(load)
       16    0.000    0.000    0.000    0.000 network.py:455(<genexpr>)
       42    0.000    0.000    0.000    0.000 base_layer.py:1450(inbound_nodes)
       25    0.000    0.000    0.000    0.000 base_layer.py:1621(_handle_activity_regularization)
       36    0.000    0.000    0.000    0.000 control_flow_ops.py:1839(_UnpackIfSingleton)
       94    0.000    0.000    0.000    0.000 resource_variable_ops.py:1584(_ReadGrad)
        2    0.000    0.000    0.003    0.002 gen_math_ops.py:11370(unsorted_segment_max)
        8    0.000    0.000    0.000    0.000 tensor_shape.py:905(merge_with)
       12    0.000    0.000    0.000    0.000 tf_decorator.py:234(__init__)
       23    0.000    0.000    0.000    0.000 ops.py:2263(_set_device_from_string)
        1    0.000    0.000    0.001    0.001 __init__.py:115(Pool)
       10    0.000    0.000    0.001    0.000 numeric.py:67(_shallow_copy)
        2    0.000    0.000    0.001    0.001 ops.py:1817(wrapper)
      108    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        3    0.000    0.000    0.000    0.000 parser.py:186(split)
        6    0.000    0.000    0.000    0.000 {built-in method now}
       29    0.000    0.000    0.000    0.000 data_structures.py:425(_check_external_modification)
       32    0.000    0.000    0.000    0.000 py_builtins.py:200(<genexpr>)
        1    0.000    0.000    0.001    0.001 gen_array_ops.py:10119(strided_slice_grad)
       24    0.000    0.000    0.000    0.000 control_flow_util.py:89(IsLoopEnter)
        6    0.000    0.000    0.000    0.000 device_spec.py:92(__init__)
       24    0.000    0.000    0.000    0.000 numpy_pickle.py:76(__init__)
       11    0.000    0.000    0.001    0.000 managers.py:1796(_simple_blockify)
        3    0.000    0.000    0.002    0.001 blocks.py:2790(_replace_single)
        7    0.000    0.000    0.000    0.000 blocks.py:284(getitem_block)
        5    0.000    0.000    0.002    0.000 frame.py:3794(reindex)
      127    0.000    0.000    0.000    0.000 base.py:1396(nlevels)
        2    0.000    0.000    0.000    0.000 base.py:2715(get_indexer)
        1    0.000    0.000    1.585    1.585 _system_commands.py:416(_system_compat)
        3    0.000    0.000    0.000    0.000 adapter.py:368(adapt)
       40    0.000    0.000    0.000    0.000 pickle.py:89(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:643(getfile)
        4    0.000    0.000    0.000    0.000 codecs.py:318(decode)
       82    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       24    0.000    0.000    0.000    0.000 base_layer.py:491(compute_mask)
       14    0.000    0.000    0.001    0.000 base_layer.py:2053(_should_compute_mask)
        1    0.000    0.000    0.012    0.012 math_grad.py:128(_MeanGrad)
       20    0.000    0.000    0.035    0.002 array_grad.py:555(_ExpandDimsGrad)
        1    0.000    0.000    0.002    0.002 gradients_util.py:191(_DefaultGradYs)
      291    0.000    0.000    0.000    0.000 saveable_object.py:72(optional_restore)
       12    0.000    0.000    0.013    0.001 control_flow_ops.py:2025(<listcomp>)
        1    0.000    0.000    0.002    0.002 gen_state_ops.py:31(assign)
        1    0.000    0.000    0.000    0.000 text_format.py:359(PrintMessage)
       42    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_Input_oper_set}
       10    0.000    0.000    0.000    0.000 datasets.py:81(pad_batch)
       24    0.000    0.000    0.000    0.000 managers.py:729(<lambda>)
        4    0.000    0.000    0.000    0.000 blocks.py:536(_astype)
        8    0.000    0.000    0.000    0.000 range.py:176(_data)
        7    0.000    0.000    0.001    0.000 indexing.py:2475(check_bool_indexer)
        3    0.000    0.000    0.000    0.000 session.py:236(msg_header)
        3    0.000    0.000    0.000    0.000 parser.py:406(resolve_ymd)
       40    0.000    0.000    0.000    0.000 pickle.py:1244(load_empty_tuple)
       72    0.000    0.000    0.000    0.000 pickle.py:641(save_none)
        3    0.000    0.000    0.000    0.000 subprocess.py:1386(_internal_poll)
        9    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.019    0.019 math_grad.py:322(_UnsortedSegmentMinOrMaxGrad)
        2    0.000    0.000    0.002    0.001 gen_math_ops.py:11050(tanh)
       14    0.000    0.000    0.000    0.000 function_utils.py:35(_is_callable_object)
       42    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.new_TF_Input}
      126    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.IsMapping}
        7    0.000    0.000    0.000    0.000 parsers.py:1814(_do_date_conversions)
        4    0.000    0.000    0.002    0.001 managers.py:506(where)
        4    0.000    0.000    0.000    0.000 managers.py:225(get_dtypes)
        4    0.000    0.000    0.001    0.000 generic.py:5581(astype)
        5    0.000    0.000    0.000    0.000 base.py:1096(tolist)
        4    0.000    0.000    0.000    0.000 __init__.py:120(dump)
       16    0.000    0.000    0.000    0.000 training_utils.py:1531(get_static_batch_size)
        7    0.000    0.000    0.000    0.000 base_layer_utils.py:405(training_arg_passed_to_call)
        6    0.000    0.000    0.000    0.000 tf_utils.py:61(constant_value)
   109/82    0.000    0.000    0.001    0.000 base_layer.py:2039(<genexpr>)
      105    0.000    0.000    0.000    0.000 base_layer_utils.py:274(<genexpr>)
        1    0.000    0.000    2.748    2.748 util.py:1399(_maybe_create_save_counter)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.RenameFile}
       42    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:1373(<lambda>)
        4    0.000    0.000    0.000    0.000 gzip.py:20(open)
        4    0.000    0.000    0.000    0.000 gzip.py:213(_init_write)
        4    0.000    0.000    0.000    0.000 gzip.py:378(__init__)
        7    0.000    0.000    0.001    0.000 generic.py:7083(isnull)
       20    0.000    0.000    0.000    0.000 pickle.py:1248(load_tuple1)
       20    0.000    0.000    0.000    0.000 pickle.py:1252(load_tuple2)
       24    0.000    0.000    0.000    0.000 pickle.py:188(__init__)
       24    0.000    0.000    0.000    0.000 pickle.py:1125(load_binint2)
       12    0.000    0.000    0.000    0.000 encoder.py:182(encode)
        1    0.000    0.000    2.022    2.022 <ipython-input-80-0dd40754b66d>:42(__init__)
        1    0.000    0.000    0.001    0.001 keras_model.py:227(<listcomp>)
        6    0.000    0.000    0.000    0.000 normalization.py:661(<listcomp>)
      143    0.000    0.000    0.000    0.000 object_identity.py:35(unwrapped)
        1    0.000    0.000    0.002    0.002 gen_string_ops.py:879(string_join)
       12    0.000    0.000    0.000    0.000 control_flow_ops.py:449(_convert_flows_to_tensorarrays)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.RecursivelyCreateDir}
       24    0.000    0.000    0.000    0.000 ops.py:6309(add_to_collection)
        7    0.000    0.000    0.000    0.000 series.py:669(__array__)
        6    0.000    0.000    0.000    0.000 blocks.py:709(_try_coerce_args)
        6    0.000    0.000    0.000    0.000 jsonutil.py:87(date_default)
        9    0.000    0.000    0.000    0.000 parser.py:397(append)
